,0
0,0.7525849
1,-1.331141
2,-1.530163
3,-2.426922
4,-2.074312
5,-1.073643
6,-0.06016299
7,-0.3393567
8,-0.5322129
9,0.978433
10,2.124163
11,1.76561
12,1.369486
13,1.174723
14,-0.1438669
15,-0.766872
16,0.2974801
17,-0.5525913
18,-3.061113
19,-2.05866
20,-2.221588
21,-0.7013806
22,-0.1672972
23,-0.6867367
24,0.2849159
25,0.7617158
26,2.017164
27,0.9532677
28,0.8439308
29,1.173147
30,-0.4316008
31,-0.1453313
32,-1.465274
33,-0.7630079
34,-1.174316
35,-1.920859
36,-1.102598
37,-0.9336522
38,0.05877243
39,0.3312102
40,0.2966556
41,0.5032082
42,1.285302
43,1.109883
44,0.6031435
45,0.3621716
46,-0.6795254
47,-0.7374242
48,-1.177184
49,-0.7588855
50,-1.000928
51,-1.1508
52,-0.7012083
53,-0.5442849
54,0.2901212
55,0.6659645
56,0.4505148
57,0.8122434
58,0.6787379
59,-0.3040144
60,-0.2978985
61,0.1745329
62,-0.6074628
63,-1.896358
64,-0.4220515
65,-0.8629556
66,-1.615959
67,-1.252089
68,-0.8367442
69,-0.2619779
70,2.037358
71,2.312356
72,1.048945
73,-0.0240455
74,0.2027009
75,-0.0229626
76,0.04789412
77,-1.727339
78,-4.670156
79,-5.138157
80,-2.02045
81,-1.522521
82,-1.036578
83,-0.6573135
84,0.5640849
85,2.31398
86,5.204031
87,4.979598
88,2.615976
89,2.658345
90,2.477007
91,0.8560765
92,-0.3663309
93,-2.888771
94,-3.599356
95,-3.749155
96,-2.785919
97,-3.05688
98,-0.8647276
99,1.095436
100,1.566207
101,1.66373
102,1.910707
103,1.691898
104,1.255449
105,2.55142
106,1.342303
107,0.4458017
108,-1.017713
109,-1.563019
110,-1.826535
111,-1.296501
112,-1.342549
113,-1.236153
114,-0.1980247
115,0.8249061
116,0.5990826
117,0.9817925
118,1.836269
119,0.3146466
120,1.939613
121,1.919223
122,0.2211227
123,-0.348143
124,-0.7751168
125,-2.093485
126,-3.196403
127,-3.207552
128,-2.057823
129,-1.87833
130,-1.175596
131,-0.5605285
132,0.6970366
133,1.361611
134,1.778974
135,2.204188
136,2.922673
137,4.473338
138,2.497066
139,0.4239343
140,-1.298556
141,-3.355258
142,-2.020844
143,-1.500949
144,-2.805953
145,-2.995142
146,-4.162961
147,-1.359469
148,0.1365696
149,-0.3165171
150,0.5983196
151,1.380844
152,4.02409
153,2.025176
154,2.42659
155,1.926778
156,1.303392
157,2.189199
158,1.543367
159,-0.8413342
160,-2.736253
161,-2.802224
162,-3.92135
163,-2.256426
164,-1.364133
165,-1.3583
166,-0.1100383
167,1.453904
168,1.12593
169,0.8938799
170,1.718134
171,1.738537
172,2.371325
173,1.474455
174,0.7301761
175,0.7667735
176,0.7317513
177,-0.3024516
178,-1.055824
179,-1.656986
180,-1.749194
181,-2.154521
182,-1.991175
183,-1.177331
184,-1.280146
185,0.8241184
186,0.7405991
187,0.7043831
188,0.7307545
189,0.07625896
190,-0.04832482
191,-1.156461
192,-0.9227986
193,0.04587597
194,-0.3741574
195,0.1772648
196,-0.3839282
197,-1.293055
198,-1.682201
199,-0.3113364
200,-1.136747
201,-0.04690966
202,0.4338774
203,1.090317
204,1.29212
205,0.6458076
206,1.7773
207,1.530828
208,0.8492469
209,-0.4808732
210,-0.6104777
211,-0.09651428
212,-1.50501
213,-2.257459
214,-2.167012
215,-1.214926
216,-1.82464
217,-1.019067
218,-0.5257647
219,-0.2030824
220,0.6000178
221,0.3700965
222,1.195741
223,0.7365013
224,1.504185
225,1.748492
226,0.3480445
227,0.7713513
228,-1.125635
229,-1.463059
230,-0.3382245
231,-0.3412763
232,-0.8714957
233,0.220372
234,0.3623438
235,0.02235961
236,0.5364584
237,-0.03678199
238,-0.3143021
239,1.550775
240,0.5561231
241,0.9521109
242,-0.5004147
243,0.1240546
244,0.4893642
245,-0.1230578
246,-1.356971
247,-2.035906
248,-1.509022
249,-1.298322
250,0.02011996
251,-0.6856415
252,-0.1850052
253,-0.5815591
254,0.8407928
255,0.03605595
256,-0.2915241
257,0.114813
258,0.6382027
259,-0.0480664
260,0.4904717
261,-0.763734
262,-0.14415
263,-1.170674
264,-0.5703977
265,-1.34896
266,-0.9298375
267,0.12403
268,-0.1876017
269,-0.07979071
270,0.9509912
271,1.059184
272,1.136513
273,0.7936985
274,1.831802
275,1.475538
276,0.2017041
277,-0.3886044
278,0.377
279,-0.5168183
280,-0.6791563
