,0
0,-0.1909366
1,0.3785875
2,-0.4904225
3,-1.442238
4,-0.05172122
5,-0.4280691
6,-0.6565998
7,0.1548191
8,-0.1656236
9,0.1382555
10,-0.1385754
11,0.06131973
12,-0.69967
13,-0.5718868
14,-0.03589598
15,0.8373226
16,0.6951046
17,0.3818485
18,-1.068684
19,-1.242872
20,-1.56852
21,-1.193784
22,-0.8377287
23,-0.1237839
24,0.4588827
25,0.2941575
26,0.1232548
27,0.224396
28,-0.1601106
29,-0.3522777
30,0.4564585
31,-0.9003651
32,-1.401297
33,-0.6008669
34,-0.4131052
35,-0.9857672
36,0.8141508
37,-0.3834852
38,-0.7627003
39,-0.3154465
40,-0.7575442
41,-0.9824447
42,-1.80644
43,-0.6652015
44,-0.02627285
45,-0.2294044
46,-0.5665337
47,-0.1299614
48,-0.6526743
49,-0.9395837
50,0.3791782
51,-0.4932528
52,-0.7663797
53,-0.9489976
54,-0.4485582
55,1.59195
56,-0.0204153
57,-0.4321054
58,-0.3221286
59,0.2209381
60,0.2194491
61,0.3374369
62,-0.612865
63,0.3289706
64,-0.2635776
65,0.6540402
66,-0.008958612
67,0.7342493
68,0.08905697
69,-1.181872
70,-2.000035
71,-0.1512135
72,-0.5036882
73,0.2517149
74,0.3669585
75,0.451893
76,1.091388
77,-0.2830085
78,-0.2394583
79,-0.0435994
80,-0.8143846
81,-0.5292841
82,-0.2104781
83,-0.1084017
84,-1.286779
85,0.2943421
86,0.4368431
87,-0.07917543
88,-0.307177
89,1.276885
90,-0.2618671
91,-0.4579352
92,0.4309855
93,0.03101058
94,-0.5744341
95,-0.004922314
96,-0.1777571
97,0.04139666
98,-0.5452939
99,-0.2619163
100,1.16473
101,-0.7970703
102,-0.4097211
103,-0.1137916
104,-0.184796
105,-0.2945882
106,-0.5407901
107,-0.7450538
108,-0.02389784
109,-0.6766951
110,0.2866387
111,-0.2608703
112,-0.2806458
113,-0.106765
114,-0.7808759
115,0.7362428
116,-0.2260204
117,-0.04043681
118,-0.6751446
119,-1.079082
120,-0.4072354
121,0.02569448
122,0.04123669
123,0.4683705
124,0.159323
125,0.9973101
126,0.9095206
127,-0.6054201
128,-1.490871
129,-1.031262
130,0.1461804
131,-0.7085671
132,-0.5063339
133,-1.315821
134,-0.5860138
135,0.6039064
136,0.2616948
137,-0.6803007
138,0.1961173
139,-0.3468755
140,-0.3904503
141,-1.25204
142,-0.2113273
143,1.094993
144,-1.336691
145,0.8204145
146,1.155944
147,0.2690045
148,-0.3911148
149,-0.8886992
150,-1.493221
151,-0.9198574
152,0.03441928
