,0
0,2.690734
1,-0.7054415
2,-0.5281028
3,-1.235501
4,-1.81562
5,0.4460478
6,0.1553852
7,1.00019
8,-0.4744865
9,-1.11392
10,-0.6165814
11,-0.6443679
12,-0.4714592
13,-0.9237215
14,-0.5518652
15,0.2253435
16,0.7563382
17,-0.870056
18,-1.227711
19,-1.388671
20,0.658015
21,0.6216268
22,0.8163658
23,0.2516656
24,0.8862258
25,0.0972034
26,-0.1497122
27,-0.8672256
28,-0.4419869
29,0.3838421
30,-0.02527608
31,-0.04230729
32,-0.7262751
33,-0.8178672
34,-1.002675
35,1.017024
36,0.8037155
37,-0.817018
38,-0.4840111
39,0.2168156
40,0.05191811
41,-0.5923144
42,-0.3489428
43,-0.5141603
44,-0.2872171
45,-0.5433742
46,-0.9104928
47,-0.8064966
48,-1.107447
49,-1.001999
50,0.1519765
51,0.04103979
52,-0.7207745
53,-0.07593901
54,0.6579534
55,1.327265
56,1.268259
57,0.6784549
58,0.01172741
59,0.2874262
60,-0.8030633
61,1.073446
62,0.3385814
63,0.8917511
64,0.7920619
65,0.3764094
66,0.03822177
67,0.3929237
68,0.7597469
69,1.116172
70,-0.2728685
71,0.4947664
72,-0.584008
73,-0.1305398
74,0.4087243
75,-0.8254352
76,-1.43232
77,-0.8075302
78,-0.5083397
79,-1.351975
80,-0.4582306
81,-1.390455
82,-1.724336
83,-0.7473673
84,-0.237194
85,-1.130422
86,-0.6755876
87,-0.8989992
88,-0.7641893
89,0.06782949
90,0.2572894
91,-0.04556832
92,0.748647
93,0.1780278
94,-0.4262847
95,-0.3204796
96,0.5494533
97,1.05228
98,-0.2626793
99,0.4564216
100,0.2425963
101,-0.127771
102,0.1895214
103,0.5235127
104,0.5759476
105,-0.004417777
106,0.6736802
107,-0.3544682
108,-0.8455059
109,-0.7007284
110,-0.05560984
111,-1.092422
112,-0.2615348
113,-0.3283922
114,-0.4676075
115,-1.381066
116,-1.399217
117,0.5818667
118,-1.400485
119,-0.3450911
120,-0.2158927
121,-0.2444421
122,-0.09509911
123,-0.1486047
124,-0.63029
125,0.4584028
126,0.4400057
127,-0.2947605
128,-0.3007042
129,0.2378954
130,-0.03856633
131,0.3453742
132,0.3108934
133,0.2496967
134,-0.7907082
135,-0.7132187
136,-0.08547598
137,-0.4480044
138,-0.4190735
139,-0.1833808
140,-0.385048
141,-0.003494843
142,-1.432098
143,-0.523845
144,0.2525763
145,-0.1718749
146,0.5261954
147,-1.705336
148,-0.4173753
149,-0.1790615
150,-0.1246453
151,-0.6699762
152,0.1274018
153,-0.8476349
154,-0.6388672
155,-0.204879
156,-0.08726033
157,-0.2837345
158,0.93316
159,0.8779932
160,-0.6549878
161,-0.4314039
162,0.5099887
163,-0.1722933
164,-1.283592
165,1.048527
166,0.64518
167,0.245845
168,0.09170271
169,0.03566217
170,0.05888319
171,-0.4822514
172,-0.4252757
173,-0.2415872
174,-0.6260076
175,0.6489825
176,0.008417157
177,-0.4016978
178,0.4227037
179,-0.2603043
180,-0.4280444
181,-0.3000889
182,-0.2785538
183,-0.4116777
184,-0.5701393
185,0.2826147
186,-0.461713
187,0.6120406
188,0.8679394
189,0.3764094
190,-0.9501175
191,-0.7505668
192,0.2921147
193,-0.9454904
194,-0.6769289
195,-0.5551386
196,-0.7387409
197,-0.5269337
198,0.4057956
199,0.1703367
200,0.860236
201,1.33316
202,0.7424327
203,-0.2990798
204,-0.420624
205,-0.4094258
206,0.2390891
207,-0.6291333
208,0.4071492
209,0.08136585
210,-0.4206733
211,0.1592615
212,-0.8807497
213,-0.7374488
214,-0.3516501
215,0.3023531
216,-0.5274752
217,-0.4139174
218,-0.9802912
219,-0.3385568
220,-0.04177814
221,-0.1969541
222,1.13415
223,0.6548278
224,-0.1672848
225,-0.04746341
226,1.35942
227,0.1624979
228,-0.2432731
229,-0.4927113
230,0.3996058
231,0.36227
232,-0.2443068
233,0.05821867
234,-0.03761879
235,-0.4387259
236,0.5715914
237,-0.6707883
238,-0.06618051
239,0.1184063
240,0.4221008
241,-0.1255559
242,-0.5011654
243,0.3052081
244,0.734077
245,-0.5287673
246,0.3524992
247,0.9741014
248,-0.516277
249,-0.6293056
250,0.02518994
251,-0.1825563
252,-0.7389501
253,0.4393412
254,0.188943
255,-0.4164401
256,0.2969386
257,-0.2856296
258,-0.2198182
259,0.8658473
260,-0.7462351
261,0.1050053
262,0.02515303
263,-0.1756159
264,-0.7817373
265,-0.3063033
266,-0.3205042
267,-0.6189072
268,-0.006325174
269,0.4405225
270,-0.6993625
271,0.08817095
272,0.5474598
273,-0.3132684
274,-0.4755448
275,-0.4362155
276,0.0170189
277,-0.9175932
278,-0.4473645
279,0.6482688
280,-0.8520403
281,-1.418069
282,-0.7980672
283,-0.7853552
284,-1.168077
285,-0.3609164
286,-0.3960986
287,0.1721703
288,-0.2557265
289,-0.323113
290,-1.461903
291,-0.2758711
292,0.9598636
293,0.6954983
294,-0.8590915
295,1.028924
296,-0.4207717
297,0.1013504
298,0.09197344
299,-0.1631255
300,0.260009
301,0.08353167
302,1.29607
303,0.6353108
304,-0.5812761
305,-0.5876505
306,-0.4806024
307,-0.3648419
308,-0.505374
309,0.009536983
310,-0.202504
311,-0.9839337
312,-0.5581781
313,-0.59544
314,0.05696348
315,-0.9704096
316,-0.4921084
317,-1.253627
318,-0.08606666
319,-1.084829
320,-0.8193438
321,-1.596442
322,-0.6195225
323,0.4231221
324,-0.2032793
325,-0.2147113
326,-0.03124439
327,-0.2817779
328,-0.5829251
329,0.6888779
330,-0.03110903
331,0.7399099
332,0.1067773
333,-0.2100351
334,-0.0582679
335,-0.253413
336,-0.2268448
337,0.2286784
338,-0.5540803
339,0.7821804
340,-0.2641929
341,0.03002612
342,0.1266265
343,-1.069484
344,0.5492687
345,-1.4423
346,-0.6567352
347,-0.1974463
348,-0.9887576
349,-1.046472
350,-0.7048631
351,-0.5849063
352,-0.9583254
353,-0.6048786
354,-1.178537
355,-0.3171939
356,-0.2815441
357,-1.399143
358,-0.191195
359,0.3220178
360,0.4485582
361,1.511298
362,-0.01221965
363,-1.05276
364,-0.8527786
365,1.317371
366,1.490809
367,-1.40681
368,-1.796349
369,-0.4528283
370,0.02117826
371,0.1534778
372,-0.7840632
373,0.0835932
374,1.751827
375,1.491351
376,0.3699242
377,-0.2865402
378,-0.8624633
379,1.022008
380,0.7923942
381,-1.144955
382,-0.1740407
383,-0.6715513
384,0.2376985
385,0.4517085
386,-0.2351759
387,-0.3043221
388,-1.204909
389,-0.3781322
390,-1.502832
391,-1.220537
392,-0.5284104
393,0.2169879
394,1.044687
395,-0.436437
396,-1.005555
397,-0.235139
398,0.8752983
399,0.4165755
400,-0.9186637
401,-0.1426979
402,0.6608207
403,0.8241307
404,-0.09945536
405,-1.01999
406,-0.1950467
407,-0.8697976
408,-2.007098
409,-0.9877731
410,-1.256642
411,0.1197845
412,-0.04665123
413,0.1311058
414,0.2838452
415,-0.5876628
416,0.9998451
417,-0.837175
418,-0.6970981
419,-0.2903058
420,-1.633741
421,-0.1109613
422,-0.2975662
423,0.2254666
424,0.9726862
425,0.456397
426,-0.07261644
427,0.0999845
428,0.1513612
429,-0.6845093
430,-0.658015
431,0.1375295
432,-0.390118
433,-0.6898623
434,-0.3184614
435,0.3958402
436,0.4483367
437,0.4366462
438,0.1638761
439,-0.741079
440,-1.224376
441,-0.2130501
442,-0.4465031
443,-0.2306473
444,0.5212731
445,-0.4256325
446,0.7888624
447,0.6836233
448,0.3955572
449,0.06005223
450,-0.5388334
451,-0.3708349
452,0.06305484
453,-0.9965225
454,-0.4791996
455,-0.8721356
456,-0.5533789
457,-1.152966
458,-0.1758743
459,-0.3749942
460,-1.804963
461,-0.7887516
462,0.002670355
463,-0.2706165
464,-0.1310074
465,-0.7655675
466,0.847684
467,0.3961971
468,0.08132894
469,-0.8619465
470,-0.3153111
471,-0.008983224
472,0.3024516
473,0.7148431
474,0.5888072
475,0.2083493
476,-0.01927086
477,-0.1300722
478,-0.5540434
479,0.5859892
480,0.2399136
481,-0.1815349
482,-0.2253682
483,0.1451098
484,0.2287645
485,0.05816945
486,-0.5195625
487,-0.3882475
488,-0.5309208
489,-0.7725942
490,-0.9962394
491,-0.7675487
492,-1.097442
493,-1.503878
494,-0.40726
495,0.5398917
496,-1.337011
497,-0.4555725
498,-0.6586303
499,0.5927943
500,0.1216673
501,0.3895027
502,0.02026763
503,0.5635557
504,0.2249498
505,-0.6532649
506,-0.01581294
507,-0.4382213
508,0.7770119
509,0.6881641
510,0.4740804
511,-0.5811653
512,-0.5662876
513,0.4689981
514,0.3008026
515,-0.291721
516,-0.660107
517,0.3171324
518,0.01095215
519,-1.058273
520,-0.2509765
521,-1.027435
522,-0.2286169
523,-0.65548
524,0.3456449
525,-0.3895766
526,0.2633069
527,-0.2456727
528,-0.3781445
529,-0.8752121
530,-0.5705332
531,-0.5772152
532,-0.6298224
533,0.1509182
534,-0.501067
535,-0.2170002
536,0.009807711
537,0.4091059
538,0.3742805
539,-0.2429162
540,-0.3263741
541,-0.4676937
542,0.396074
543,-0.155176
544,0.24347
545,-0.3985106
546,-0.06738649
547,0.3279861
548,0.4070754
549,-0.2511242
550,-1.025564
551,-0.3172801
552,0.02778646
553,0.4084659
554,-0.1857435
555,-0.368706
556,-0.4201933
557,-0.606183
558,-0.2099859
559,0.8326955
560,-0.09327786
561,-0.002018149
562,0.1983693
563,0.03108441
564,-0.0003322562
565,-0.5368891
566,0.345891
567,-0.09629277
568,0.1209659
569,-0.4018331
570,0.6365045
571,-0.865675
572,0.2399136
573,-0.4548711
574,-1.333381
575,-0.9274625
576,0.1755666
577,0.4549449
578,-0.06634049
579,-0.7050108
580,0.223633
581,0.3739974
582,0.09311788
583,0.06218114
584,-0.07017989
585,-0.5744833
586,-0.3739974
587,-0.6523174
588,-0.8798144
589,-0.6478258
590,-0.4036544
591,-0.3818977
592,0.7419158
593,1.023214
594,-0.7064629
595,-0.7295485
596,-0.5817068
597,-0.4362893
598,-0.2456358
599,-0.4595965
600,0.5080444
601,0.2407258
602,-0.984389
603,0.02784799
604,0.07811713
605,-0.8110867
606,-0.3599319
607,0.5963014
608,-1.046509
609,-0.845789
610,-0.6136526
611,-0.5486289
612,-0.2900228
613,-0.01580063
614,-0.4825837
615,0.08902005
616,0.3161849
617,1.101491
618,-0.2228824
619,-0.4047496
620,0.1509551
621,-0.3177723
622,-0.6518006
623,-0.2209258
624,-0.2320748
625,-0.6936033
626,0.9259242
627,-0.105436
628,-0.6359138
629,0.2036485
630,0.03368093
631,0.03012456
632,-0.2665556
633,-0.2169264
634,-0.5965229
635,0.8037524
636,0.3072385
637,-0.512376
638,-0.6804607
639,-1.105724
640,0.2783076
641,-0.5401624
642,0.0007506529
643,0.06087672
644,0.1134224
645,0.5508808
646,0.5285458
647,-0.6297978
648,-0.09616972
649,0.2267095
650,-0.7836694
651,-0.5743849
652,-0.2951666
653,-0.6554061
654,-1.006564
655,-0.9635553
656,-0.535314
657,-0.3088752
658,-0.4447187
659,-0.005906777
660,-0.1974586
661,-1.236854
662,-0.7623557
663,0.1351421
664,0.4905701
665,-0.7853429
666,-0.370478
667,-0.186125
668,-0.02763879
669,1.053277
670,0.1642207
671,-0.2360619
672,0.09821247
673,-0.5268599
674,-0.9862226
675,-0.9770424
676,0.119723
677,0.2721671
678,0.03716347
679,1.290483
680,0.243027
681,-0.1796399
682,0.2917333
683,0.3825746
684,-0.1779786
685,-0.2275709
686,-0.1652544
687,-0.9250013
688,-0.8815988
689,0.2331577
690,-0.3443282
691,-1.177541
692,-0.4001718
693,-0.2985384
694,-0.9981961
695,0.2106012
696,0.285765
697,0.1008828
698,0.1631747
699,0.502556
700,-0.2209504
701,-0.03525608
702,-0.3342251
703,-0.8245984
704,-0.2554681
705,-0.671539
706,-0.04070754
707,0.288866
708,0.5721944
709,-0.03299181
710,-1.432615
711,-0.5270445
712,-0.06042141
713,-0.08839246
714,0.4171292
715,-0.4058817
716,0.005193042
717,-1.160682
718,0.1666326
719,-0.7310129
720,-0.7210575
721,-0.04288566
722,-0.6771997
723,-0.5216669
724,0.808687
725,0.5051771
726,-0.9631492
727,0.8058566
728,0.1950467
729,0.09727723
730,-0.6585441
731,0.2500782
732,-0.2662726
733,-1.772735
734,-0.9795282
735,-0.1783847
736,-0.2840421
737,-0.1933362
738,-0.8475487
739,-0.6369106
740,-1.496839
741,-0.5620175
742,-0.07494223
743,-0.2438391
744,-0.6607099
745,-0.3250819
746,0.6316929
747,-0.3049497
748,-0.1142961
749,-0.06001532
750,-0.05464999
751,-0.7919388
752,-0.0899799
753,-1.159685
754,0.06170121
755,-0.8976948
756,0.05335789
757,1.092988
758,-1.061177
759,0.2198305
760,1.55315
761,-0.01740038
762,-0.6981195
763,-0.543768
764,0.08702651
765,-0.7028696
766,-0.0227534
767,0.1677525
768,0.7742923
769,-0.4881336
770,0.5192303
771,0.5938895
772,-1.013234
773,0.372853
774,0.4258663
775,-1.038596
776,-0.7947568
777,0.3905364
778,-0.4737974
779,-0.9026171
780,-0.9425739
781,-0.5879704
782,0.06115976
783,-0.7313082
784,-1.322466
785,-1.732655
786,0.2947113
787,-0.7498777
788,-0.8523726
789,-1.798614
790,-0.3696781
791,2.221884
792,1.047358
793,-0.237637
794,-1.795008
795,-2.200484
796,-1.475907
797,0.423959
798,0.3094536
799,-0.3307303
800,-0.03500996
801,0.9748889
802,2.462621
803,0.3177846
804,-0.7798176
805,-0.4618484
806,0.07379779
807,0.8984577
808,2.135509
809,0.7071889
810,1.42656
811,2.257361
812,2.050624
813,1.425293
814,-1.882379
815,-1.762262
816,-1.720964
817,-1.799032
818,-0.3507764
819,-1.743188
820,-1.310689
821,-0.1935085
822,1.200171
823,-0.3411533
824,-1.794996
825,-1.933546
826,-1.501687
827,-1.719549
828,-2.255638
829,-0.5635927
830,-0.5038604
831,0.8223833
832,1.322773
833,1.71059
834,-0.1241777
835,-2.204458
836,-1.730624
837,-0.5671244
838,0.3912748
839,0.6463737
840,0.9494898
841,0.964429
842,1.587163
843,1.572212
844,0.6664567
845,-0.2272756
846,-0.6688933
847,-0.2397413
848,-0.3589351
849,-0.8585132
850,-0.07409313
851,0.1862604
852,-0.2491675
853,-0.4443619
854,-1.2799
855,-2.412611
856,-2.185729
857,-1.311575
858,-0.2201628
859,0.08102129
860,0.4123423
861,0.6844478
862,-1.16932
863,0.3170463
864,0.3032884
865,-0.9263426
866,0.07870781
867,0.1889799
868,0.7794731
869,0.6911052
870,0.5492442
871,0.8335693
872,0.8157136
873,-0.4672999
874,0.06741109
875,0.06069214
876,-0.3785014
877,-0.2694352
878,0.6224389
879,0.7368212
880,-0.3977599
881,-1.118867
882,-1.350437
883,-1.242318
884,-0.8799129
885,-1.442976
886,-0.3587383
887,-1.19867
888,-0.7313697
889,-0.005611438
890,-0.6679949
891,-0.1016089
892,-0.474105
893,0.3036576
894,-0.4289428
895,1.030868
896,0.4160709
897,0.1673587
898,1.173492
899,0.1096815
900,0.7907452
901,1.079488
902,0.4569138
903,-0.4845526
904,0.2881277
905,0.9566764
906,-0.45668
907,-0.9421433
908,-0.03781568
909,0.01348714
910,-0.5393625
911,0.1071465
912,-0.1436454
913,-0.5364584
914,-0.1794922
915,0.3258818
916,-0.2323209
917,-1.217928
918,0.2399628
919,-0.6104162
920,0.4406086
921,-0.7575318
922,-0.7323173
923,-0.6536341
924,0.3556864
925,-0.5952432
926,0.2385107
927,-0.9529969
928,-0.8004544
929,-0.2588276
930,-0.7426911
931,-0.6627404
932,-0.4779444
933,-1.003771
934,-0.9764271
935,0.4211778
936,-0.2093214
937,-0.3115579
938,-0.4376307
939,-0.05771413
940,-0.3135022
941,-0.2524655
942,-1.392769
943,-0.3795597
944,-0.3746373
945,0.8659335
946,-0.2383261
947,-0.9369994
948,0.480381
949,-0.1465496
950,-0.04089212
951,-0.7914097
952,-0.5800701
953,-0.1743361
954,-0.4399934
955,-0.09695728
956,-1.406773
957,0.1513981
958,-0.2500659
959,-0.5629036
960,-0.5437557
961,0.0448792
962,-0.8912834
963,0.7622203
964,0.009856935
965,-0.8105821
966,-0.5674444
967,0.1742253
968,0.4999472
969,-0.1814734
970,-0.3791782
971,-0.9539568
972,-0.6412545
973,0.8880593
974,0.7579872
975,-0.09292099
976,0.1222457
977,-0.04652818
978,0.5456755
979,-0.6550616
980,-0.6780611
981,-0.4720499
982,-0.3226208
983,0.6662722
984,0.6527358
985,-1.140562
986,-0.1688354
987,0.1383786
988,-0.5420206
989,-0.0319089
990,0.321464
991,-0.4409655
992,-0.846232
993,0.4024361
994,-0.02291337
995,0.1138777
996,0.3136622
997,-0.3205903
998,0.04320561
999,-0.8175472
1000,-1.151219
1001,-1.244669
1002,-0.4560155
1003,-0.3021932
1004,-0.5303547
1005,-0.07542216
1006,-0.5311546
1007,0.4481275
1008,0.3866847
1009,-1.482293
1010,-0.7027588
1011,-0.6748862
1012,0.1589292
1013,-0.810299
1014,0.9566272
1015,0.04078137
1016,0.6777903
1017,0.2258235
1018,0.2799812
1019,-0.651173
1020,-1.104112
1021,-0.3229407
1022,0.1590892
1023,-1.024949
1024,0.4387136
1025,-0.3216855
1026,-0.2005843
1027,-0.705786
1028,0.1589292
1029,-0.4266293
1030,-1.076818
1031,-0.4771199
1032,-0.8656259
1033,-1.143872
1034,-0.4535174
1035,-0.8361536
1036,0.02458696
1037,-0.7013683
1038,-1.403979
1039,-0.1995506
1040,-0.4649126
1041,-0.4438205
1042,0.126282
1043,-0.4247957
1044,-0.2295029
1045,-0.1902844
1046,0.3804088
1047,-0.5439526
1048,-0.5941725
1049,0.1617719
1050,-0.5582765
1051,-0.2395444
1052,-0.7063398
1053,0.3402919
1054,-0.4041835
1055,-0.2723762
1056,-0.08959842
1057,0.2065649
1058,-0.1871095
1059,0.1763296
1060,-0.5100748
1061,-0.8539477
1062,-0.2304874
1063,-0.03000151
1064,-0.2170371
1065,-0.6749846
1066,0.7394916
1067,-1.353329
1068,-0.2236207
1069,-0.9689945
1070,-0.5453925
1071,-0.1088816
1072,-0.4934866
1073,-0.8542677
1074,0.1077495
1075,-0.4890688
1076,-0.6700254
1077,-0.06391625
1078,0.2979108
1079,-0.2011134
1080,0.09010296
1081,-0.3297335
1082,0.6596147
1083,-0.1830732
1084,-0.5365568
1085,-0.1846483
1086,-0.8334954
1087,0.2934315
1088,0.350075
1089,-0.7748953
1090,-0.2915364
1091,-1.031065
1092,0.2161634
1093,0.08776487
1094,-0.3012949
1095,0.5534034
1096,-0.07904006
1097,-1.191803
1098,-0.7673888
1099,-1.595507
1100,0.2968525
1101,0.2856911
